2019-04-11 23:09:38 INFO - Client request 390 requesting room T101 on day 4, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 389 requesting room CG04 on day 4, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 392 requesting room L221 on day 1, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 393 requesting room T101 on day 1, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 391 requesting room CG04 on day 6, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 387 requesting room XG14 on day 3, timeslot 1-2, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 394 requesting room T101 on day 3, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 396 requesting room XG14 on day 6, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 395 requesting room T101 on day 5, timeslot 1-2, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 398 requesting room CG04 on day 6, timeslot 1-2, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 400 requesting room XG14 on day 5, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 401 requesting room L221 on day 1, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 397 requesting room CG04 on day 3, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 399 requesting room XG14 on day 4, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 388 requesting room CG04 on day 1, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 389 requesting room XG14 on day 2, timeslot 10-11, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 402 requesting room XG14 on day 3, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 403 requesting room L221 on day 2, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 390 requesting room T101 on day 6, timeslot 1-2, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 391 requesting room CG04 on day 5, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 387 requesting room XG14 on day 1, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 396 requesting room XG14 on day 6, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 394 requesting room T101 on day 2, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 400 requesting room CG04 on day 4, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 398 requesting room CG04 on day 6, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 395 requesting room T101 on day 1, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 389 requesting room XG14 on day 6, timeslot 1-2, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 390 requesting room CG04 on day 1, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 402 requesting room XG14 on day 2, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 404 requesting room T101 on day 2, timeslot 1-2, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 394 requesting room T101 on day 1, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 396 requesting room CG04 on day 3, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 389 requesting room T101 on day 6, timeslot 10-11, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 396 requesting room L221 on day 1, timeslot 1-2, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 402 requesting room CG04 on day 2, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 405 requesting room CG04 on day 1, timeslot 1-2, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 405 requesting room T101 on day 3, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 407 requesting room CG04 on day 6, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 407 requesting room T101 on day 5, timeslot 11-12, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 408 requesting room T101 on day 3, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 407 requesting room CG04 on day 6, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 408 requesting room T101 on day 3, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 409 requesting room CG04 on day 2, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 407 requesting room L221 on day 2, timeslot 1-2, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 410 requesting room CG04 on day 4, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 414 requesting room CG04 on day 1, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 413 requesting room CG04 on day 4, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 412 requesting room XG14 on day 2, timeslot 12-1, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 411 requesting room CG04 on day 4, timeslot 9-10, at 10 seconds 
2019-04-11 23:09:38 INFO - Client request 415 requesting room T101 on day 2, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 419 requesting room T101 on day 5, timeslot 12-1, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 422 requesting room XG14 on day 2, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 416 requesting room CG04 on day 4, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 426 requesting room L221 on day 4, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 428 requesting room L221 on day 1, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 429 requesting room CG04 on day 6, timeslot 11-12, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 417 requesting room T101 on day 6, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 430 requesting room CG04 on day 6, timeslot 12-1, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 418 requesting room T101 on day 2, timeslot 1-2, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 431 requesting room L221 on day 1, timeslot 1-2, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 433 requesting room L221 on day 5, timeslot 11-12, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 427 requesting room T101 on day 4, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 434 requesting room XG14 on day 2, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 425 requesting room CG04 on day 1, timeslot 12-1, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 435 requesting room XG14 on day 1, timeslot 1-2, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 424 requesting room T101 on day 4, timeslot 9-10, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 436 requesting room CG04 on day 1, timeslot 12-1, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 423 requesting room XG14 on day 3, timeslot 1-2, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 437 requesting room T101 on day 5, timeslot 11-12, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 420 requesting room CG04 on day 1, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 439 requesting room L221 on day 6, timeslot 12-1, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 421 requesting room L221 on day 3, timeslot 1-2, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 438 requesting room T101 on day 5, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 432 requesting room XG14 on day 2, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 440 requesting room XG14 on day 2, timeslot 9-10, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 441 requesting room CG04 on day 1, timeslot 11-12, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 442 requesting room XG14 on day 4, timeslot 9-10, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 443 requesting room XG14 on day 4, timeslot 1-2, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 444 requesting room L221 on day 6, timeslot 9-10, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 445 requesting room XG14 on day 3, timeslot 12-1, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 447 requesting room XG14 on day 1, timeslot 12-1, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 446 requesting room T101 on day 4, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 448 requesting room CG04 on day 3, timeslot 12-1, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 449 requesting room L221 on day 5, timeslot 12-1, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 450 requesting room CG04 on day 6, timeslot 11-12, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 451 requesting room CG04 on day 1, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 452 requesting room CG04 on day 6, timeslot 12-1, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 453 requesting room XG14 on day 3, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 454 requesting room L221 on day 1, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 455 requesting room XG14 on day 3, timeslot 9-10, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 456 requesting room XG14 on day 6, timeslot 9-10, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 457 requesting room CG04 on day 3, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 459 requesting room T101 on day 2, timeslot 10-11, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 458 requesting room T101 on day 5, timeslot 11-12, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 462 requesting room L221 on day 6, timeslot 9-10, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 461 requesting room T101 on day 1, timeslot 9-10, at 2 seconds 
2019-04-11 23:09:38 INFO - Client request 460 requesting room T101 on day 4, timeslot 11-12, at 2 seconds 
2019-04-11 23:09:39 INFO - Client request 463 requesting room L221 on day 5, timeslot 12-1, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 465 requesting room XG14 on day 6, timeslot 10-11, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 466 requesting room T101 on day 6, timeslot 1-2, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 464 requesting room T101 on day 5, timeslot 12-1, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 463 requesting room XG14 on day 2, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 468 requesting room CG04 on day 1, timeslot 1-2, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 467 requesting room L221 on day 1, timeslot 12-1, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 464 requesting room XG14 on day 3, timeslot 9-10, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 463 requesting room CG04 on day 1, timeslot 1-2, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 466 requesting room XG14 on day 3, timeslot 1-2, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 463 requesting room T101 on day 5, timeslot 10-11, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 467 requesting room CG04 on day 4, timeslot 1-2, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 466 requesting room L221 on day 2, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 470 requesting room T101 on day 2, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 469 requesting room T101 on day 5, timeslot 12-1, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 463 requesting room L221 on day 1, timeslot 1-2, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 469 requesting room XG14 on day 5, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 470 requesting room L221 on day 1, timeslot 9-10, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 466 requesting room L221 on day 4, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 471 requesting room L221 on day 6, timeslot 12-1, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 472 requesting room L221 on day 4, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 466 requesting room T101 on day 1, timeslot 12-1, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 470 requesting room T101 on day 4, timeslot 9-10, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 463 requesting room XG14 on day 5, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 473 requesting room XG14 on day 6, timeslot 1-2, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 474 requesting room L221 on day 4, timeslot 12-1, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 466 requesting room XG14 on day 2, timeslot 1-2, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 463 requesting room XG14 on day 5, timeslot 9-10, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 472 requesting room L221 on day 3, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 475 requesting room CG04 on day 1, timeslot 12-1, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 476 requesting room XG14 on day 2, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 477 requesting room CG04 on day 1, timeslot 9-10, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 478 requesting room L221 on day 4, timeslot 10-11, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 479 requesting room L221 on day 3, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 482 requesting room T101 on day 6, timeslot 9-10, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 483 requesting room L221 on day 6, timeslot 1-2, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 481 requesting room CG04 on day 5, timeslot 9-10, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 480 requesting room CG04 on day 3, timeslot 12-1, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 474 requesting room L221 on day 5, timeslot 9-10, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 477 requesting room T101 on day 6, timeslot 11-12, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 463 requesting room T101 on day 3, timeslot 12-1, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 484 requesting room T101 on day 4, timeslot 9-10, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 485 requesting room L221 on day 4, timeslot 9-10, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 486 requesting room CG04 on day 6, timeslot 1-2, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 474 requesting room CG04 on day 5, timeslot 10-11, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 477 requesting room L221 on day 4, timeslot 10-11, at 11 seconds 
2019-04-11 23:09:39 INFO - Client request 489 requesting room XG14 on day 6, timeslot 12-1, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 492 requesting room CG04 on day 6, timeslot 10-11, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 495 requesting room T101 on day 5, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 497 requesting room XG14 on day 5, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 499 requesting room L221 on day 3, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 491 requesting room L221 on day 4, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 503 requesting room CG04 on day 4, timeslot 12-1, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 505 requesting room T101 on day 5, timeslot 10-11, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 490 requesting room T101 on day 5, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 509 requesting room XG14 on day 5, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 488 requesting room XG14 on day 1, timeslot 12-1, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 512 requesting room CG04 on day 3, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 487 requesting room T101 on day 3, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 513 requesting room XG14 on day 1, timeslot 12-1, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 511 requesting room T101 on day 3, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 514 requesting room XG14 on day 6, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 510 requesting room T101 on day 1, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 515 requesting room CG04 on day 2, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 508 requesting room T101 on day 6, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 517 requesting room XG14 on day 5, timeslot 12-1, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 507 requesting room CG04 on day 5, timeslot 10-11, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 518 requesting room XG14 on day 5, timeslot 10-11, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 519 requesting room CG04 on day 3, timeslot 12-1, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 506 requesting room L221 on day 5, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 522 requesting room L221 on day 4, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 504 requesting room T101 on day 4, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 524 requesting room CG04 on day 5, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 526 requesting room L221 on day 4, timeslot 10-11, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 527 requesting room T101 on day 6, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 529 requesting room T101 on day 2, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 502 requesting room T101 on day 6, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 530 requesting room XG14 on day 2, timeslot 10-11, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 501 requesting room T101 on day 4, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 531 requesting room XG14 on day 6, timeslot 10-11, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 532 requesting room T101 on day 2, timeslot 12-1, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 500 requesting room L221 on day 5, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 533 requesting room L221 on day 5, timeslot 12-1, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 498 requesting room XG14 on day 4, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 535 requesting room CG04 on day 3, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 496 requesting room XG14 on day 3, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 536 requesting room XG14 on day 5, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 494 requesting room CG04 on day 1, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 537 requesting room T101 on day 4, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 538 requesting room T101 on day 3, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 493 requesting room CG04 on day 5, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 539 requesting room L221 on day 1, timeslot 10-11, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 534 requesting room CG04 on day 1, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 540 requesting room L221 on day 4, timeslot 11-12, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 528 requesting room CG04 on day 4, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 541 requesting room XG14 on day 6, timeslot 10-11, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 525 requesting room XG14 on day 4, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 542 requesting room CG04 on day 1, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 523 requesting room CG04 on day 6, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 521 requesting room T101 on day 2, timeslot 9-10, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 520 requesting room CG04 on day 5, timeslot 1-2, at 3 seconds 
2019-04-11 23:09:39 INFO - Client request 516 requesting room CG04 on day 2, timeslot 10-11, at 3 seconds 
2019-04-11 23:09:40 INFO - Client request 544 requesting room T101 on day 1, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 545 requesting room T101 on day 1, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 543 requesting room L221 on day 3, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 546 requesting room T101 on day 6, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 550 requesting room L221 on day 1, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 547 requesting room L221 on day 4, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 548 requesting room XG14 on day 1, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 549 requesting room XG14 on day 1, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 551 requesting room XG14 on day 1, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 545 requesting room T101 on day 5, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 543 requesting room L221 on day 4, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 552 requesting room CG04 on day 6, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 549 requesting room XG14 on day 3, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 553 requesting room L221 on day 1, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 554 requesting room L221 on day 6, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 558 requesting room T101 on day 4, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 557 requesting room T101 on day 6, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 555 requesting room L221 on day 4, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 556 requesting room CG04 on day 6, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 559 requesting room CG04 on day 3, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 561 requesting room L221 on day 2, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 563 requesting room CG04 on day 5, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 562 requesting room T101 on day 6, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 560 requesting room L221 on day 1, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 564 requesting room L221 on day 6, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 568 requesting room XG14 on day 6, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 565 requesting room L221 on day 5, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 567 requesting room XG14 on day 2, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 566 requesting room CG04 on day 2, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 569 requesting room XG14 on day 1, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 556 requesting room XG14 on day 5, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 557 requesting room L221 on day 2, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 555 requesting room XG14 on day 2, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 561 requesting room T101 on day 1, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 558 requesting room CG04 on day 3, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 563 requesting room CG04 on day 6, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 571 requesting room T101 on day 3, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 572 requesting room L221 on day 3, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 573 requesting room XG14 on day 3, timeslot 9-10, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 570 requesting room L221 on day 5, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 574 requesting room XG14 on day 5, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 562 requesting room T101 on day 5, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 560 requesting room CG04 on day 3, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 555 requesting room CG04 on day 4, timeslot 10-11, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 575 requesting room XG14 on day 1, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 576 requesting room CG04 on day 2, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 563 requesting room L221 on day 2, timeslot 11-12, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 561 requesting room T101 on day 5, timeslot 1-2, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 577 requesting room CG04 on day 2, timeslot 12-1, at 12 seconds 
2019-04-11 23:09:40 INFO - Client request 579 requesting room T101 on day 6, timeslot 10-11, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 583 requesting room CG04 on day 3, timeslot 11-12, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 587 requesting room XG14 on day 1, timeslot 12-1, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 589 requesting room CG04 on day 5, timeslot 12-1, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 582 requesting room L221 on day 2, timeslot 1-2, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 590 requesting room L221 on day 4, timeslot 10-11, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 580 requesting room XG14 on day 1, timeslot 12-1, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 592 requesting room L221 on day 5, timeslot 11-12, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 581 requesting room L221 on day 2, timeslot 10-11, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 594 requesting room CG04 on day 3, timeslot 9-10, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 578 requesting room CG04 on day 3, timeslot 10-11, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 593 requesting room XG14 on day 4, timeslot 11-12, at 4 seconds 
2019-04-11 23:09:40 INFO - Client request 585 requesting room T101 on day 5, timeslot 11-12, at 4 seconds 
